"Species","type","seasonality","PresencePoints","area_km2","class"
"Paleosuchus_trigonatus","reptiles",NA,2008,6133934.58074251,"large"
"Palusophis_bifossatus","reptiles",NA,3645,10926544.3735553,"superlarge"
"Phalotris_sansebastiani","reptiles",NA,74,213729.631511547,"supersmall"
"Philodryas_argentea","reptiles",NA,1852,5672915.88090815,"large"
"Philodryas_georgeboulengeri","reptiles",NA,587,1785943.67349517,"medium"
"Philodryas_olfersii","reptiles",NA,4026,12047059.0295929,"superlarge"
"Philodryas_viridissima","reptiles",NA,2584,7884178.85040252,"superlarge"
"Phrynonax_polylepis","reptiles",NA,2649,8094316.3416247,"superlarge"
"Plica_plica","reptiles",NA,1913,5855083.78156881,"large"
"Plica_umbra","reptiles",NA,1945,5940168.62005723,"large"
"Polychrus_liogaster","reptiles",NA,538,1627532.44005207,"medium"
"Polychrus_marmoratus","reptiles",NA,2483,7564327.67747239,"large"
"Potamites_ecpleopus","reptiles",NA,679,2078439.64450435,"medium"
"Potamites_juruazensis","reptiles",NA,127,386491.649181183,"supersmall"
"Proctoporus_guentheri","reptiles",NA,53,158380.150275972,"supersmall"
"Proctoporus_xestus","reptiles",NA,74,220194.031763642,"supersmall"
"Pseudoboa_coronata","reptiles",NA,2536,7724614.53274049,"superlarge"
"Pseudoboa_martinsi","reptiles",NA,352,1080514.82699797,"small"
"Pseudoboa_neuwiedii","reptiles",NA,1595,4889711.19826489,"large"
"Pseudoboa_nigra","reptiles",NA,2082,6241652.2122083,"large"
"Pseudoeryx_plicatilis","reptiles",NA,2513,7629564.52164698,"superlarge"
"Pseudogonatodes_guianensis","reptiles",NA,1494,4579690.25584922,"large"
"Psomophis_genimaculatus","reptiles",NA,394,1158073.59727843,"small"
"Ptychoglossus_brevifrontalis","reptiles",NA,1076,3294725.54957853,"large"
"Rhinobothryum_lentiginosum","reptiles",NA,1903,5822531.02060509,"large"
"Salvator_merianae","reptiles",NA,2084,6045709.80442156,"large"
"Siagonodon_cupinensis","reptiles",NA,312,955727.383112244,"small"
"Siagonodon_septemstriatus","reptiles",NA,992,3044813.40660828,"medium"
"Siphlophis_cervinus","reptiles",NA,2511,7665131.38103521,"superlarge"
"Siphlophis_compressus","reptiles",NA,2643,8056002.49066199,"superlarge"
"Siphlophis_worontzowi","reptiles",NA,975,2933413.78593364,"medium"
"Spilotes_pullatus","reptiles",NA,4170,12565439.1043188,"superlarge"
"Spilotes_sulphureus","reptiles",NA,2541,7731907.10767804,"superlarge"
"Stenocercus_caducus","reptiles",NA,455,1328399.92481644,"medium"
"Stenocercus_fimbriatus","reptiles",NA,229,697313.330308411,"small"
"Stenocercus_prionotus","reptiles",NA,89,267532.908314042,"supersmall"
"Stenocercus_roseiventris","reptiles",NA,534,1582449.72524169,"medium"
"Stenocercus_sinesaccus","reptiles",NA,173,513897.370536954,"small"
"Taeniophallus_brevirostris","reptiles",NA,1627,4985136.49902783,"large"
"Taeniophallus_nicagus","reptiles",NA,135,415289.818434878,"supersmall"
"Taeniophallus_occipitalis","reptiles",NA,3040,8981574.48101396,"superlarge"
"Taeniophallus_quadriocellatus","reptiles",NA,127,390195.31743542,"supersmall"
"Tantilla_melanocephala","reptiles",NA,4467,13376206.1556096,"superlarge"
"Thamnodynastes_lanei","reptiles",NA,305,898344.707623977,"small"
"Thamnodynastes_pallidus","reptiles",NA,1863,5670853.24669947,"large"
"Thamnodynastes_ramonriveroi","reptiles",NA,388,1190113.05113467,"small"
"Thecadactylus_solimoensis","reptiles",NA,771,2352061.94329163,"medium"
"Tretioscincus_agilis","reptiles",NA,360,1106419.33123108,"small"
"Tretioscincus_oriximinensis","reptiles",NA,202,620820.953082295,"small"
"Tricheilostoma_dimidiatum","reptiles",NA,118,362578.738686707,"supersmall"
"Trilepida_brasiliensis","reptiles",NA,1451,4377085.92174708,"large"
"Trilepida_macrolepis","reptiles",NA,1986,6081231.40697898,"large"
"Tropidurus_etheridgei","reptiles",NA,583,1694000.35515764,"medium"
"Tropidurus_insulanus","reptiles",NA,91,277059.062820484,"supersmall"
"Tropidurus_melanopleurus","reptiles",NA,74,215623.050457657,"supersmall"
"Tropidurus_oreadicus","reptiles",NA,1368,4121648.70846755,"large"
"Tupinambis_longilineus","reptiles",NA,206,628571.19961139,"small"
"Tupinambis_teguixin","reptiles",NA,3332,10122304.150334,"superlarge"
"Typhlophis_squamosus","reptiles",NA,679,2085507.16190086,"medium"
"Uracentron_azureum","reptiles",NA,1346,4129171.27746609,"large"
"Uracentron_flaviceps","reptiles",NA,359,1103094.32362889,"small"
"Uranoscodon_superciliosus","reptiles",NA,1593,4884266.35621364,"large"
"Varzea_altamazonica","reptiles",NA,307,939927.042972846,"small"
"Varzea_bistriata","reptiles",NA,528,1621279.35999663,"medium"
"Xenodon_rabdocephalus","reptiles",NA,2808,8550144.54227484,"superlarge"
"Xenodon_severus","reptiles",NA,2677,8156778.21939558,"superlarge"
"Xenopholis_scalaris","reptiles",NA,3330,10072572.1770537,"superlarge"
"Xenopholis_werdingorum","reptiles",NA,154,458150.907617523,"small"
"Aburria_aburri","birds","resident",109,333267.196342629,"supersmall"
"Accipiter_bicolor","birds","resident",4855,14310026.8731317,"superlarge"
"Accipiter_collaris","birds","resident",88,269454.975639022,"supersmall"
"Accipiter_poliogaster","birds","resident",3231,9770137.43059243,"superlarge"
"Accipiter_superciliosus","birds","resident",2833,8568624.84766803,"superlarge"
"Adelomyia_melanogenys","birds","resident",209,631895.800231512,"small"
"Aeronautes_montivagus","birds","resident",271,824558.406683587,"small"
"Agamia_agami","birds","resident",2694,8191037.23036036,"superlarge"
"Aglaeactis_cupripennis","birds","resident",69,210697.582274517,"supersmall"
"Aglaiocercus_kingii","birds","resident",80,243358.789293809,"supersmall"
"Agriornis_albicauda","birds","resident",196,580557.005626549,"small"
"Akletos_goeldii","birds","resident",115,347956.61912015,"supersmall"
"Akletos_melanoceps","birds","resident",428,1312698.40465623,"medium"
"Amaurolimnas_concolor","birds","resident",558,1691179.63441599,"medium"
"Amazilia_franciae","birds","resident",76,232934.335276724,"supersmall"
"Amazona_amazonica","birds","resident",2428,7371189.46315485,"large"
"Amazona_diadema","birds","resident",79,242537.556606855,"supersmall"
"Amazona_farinosa","birds","resident",2450,7466397.84817181,"large"
"Amazona_festiva","birds","resident",215,660491.875786914,"small"
"Amazona_kawalli","birds","resident",347,1061559.87662626,"small"
"Amazona_mercenarius","birds","resident",140,425621.870209535,"supersmall"
"Amazona_ochrocephala","birds","resident",2160,6601823.07702812,"large"
"Ammodramus_aurifrons","birds","resident",1264,3865141.55940924,"large"
"Ampelioides_tschudii","birds","resident",55,167213.575535336,"supersmall"
"Ampelion_rubrocristatus","birds","resident",127,385983.172032561,"supersmall"
"Anabacerthia_ruficaudata","birds","resident",1411,4312896.51416543,"large"
"Anabacerthia_striaticollis","birds","resident",110,334316.950774562,"supersmall"
"Anabazenops_dorsalis","birds","resident",152,462278.905248448,"small"
"Ancistrops_strigilatus","birds","resident",821,2508717.48526401,"medium"
"Anhima_cornuta","birds","resident",3630,10974687.3850743,"superlarge"
"Anhinga_anhinga","birds","resident",4861,14470579.5767196,"superlarge"
"Anisognathus_lacrymosus","birds","resident",51,155913.004798694,"supersmall"
"Anisognathus_lunulatus","birds","resident",55,168382.480565929,"supersmall"
"Anisognathus_somptuosus","birds","resident",102,311708.646037379,"supersmall"
"Anodorhynchus_hyacinthinus","birds","resident",904,2721935.15442673,"medium"
"Anthracothorax_nigricollis","birds","resident",3286,9829464.23627526,"superlarge"
"Anthus_bogotensis","birds","resident",111,334668.553680993,"supersmall"
"Anthus_brevirostris","birds","resident",63,186632.836057177,"supersmall"
"Antrostomus_sericocaudatus","birds","resident",403,1168796.53377165,"medium"
"Ara_ararauna","birds","resident",2582,7830572.33574177,"superlarge"
"Ara_chloropterus","birds","resident",2665,8092408.41994335,"superlarge"
"Ara_macao","birds","resident",2212,6755195.79428911,"large"
"Ara_severus","birds","resident",1920,5852910.81027463,"large"
"Aramides_cajaneus","birds","resident",4366,13045591.4508305,"superlarge"
"Aramides_calopterus","birds","resident",203,621385.09674636,"small"
"Aramus_guarauna","birds","resident",4129,12169050.7295156,"superlarge"
"Aratinga_weddellii","birds","resident",746,2267838.34131618,"medium"
"Ardea_cocoi","birds","resident",5008,14705361.1795401,"superlarge"
"Arremon_assimilis","birds","resident",89,271532.344869305,"supersmall"
"Arremon_dorbignii","birds","resident",71,203343.137375454,"supersmall"
"Arremon_taciturnus","birds","resident",2225,6761481.49084287,"large"
"Asthenes_wyatti","birds","resident",153,444807.65021025,"small"
"Atlapetes_latinuchus","birds","resident",53,162488.698930329,"supersmall"
"Atticora_fasciata","birds","resident",2135,6524888.91890365,"large"
"Atticora_tibialis","birds","resident",1372,4183283.36139527,"large"
"Attila_bolivianus","birds","resident",911,2762715.54524334,"medium"
"Attila_cinnamomeus","birds","resident",1726,5287962.97115512,"large"
"Attila_citriniventris","birds","resident",502,1540984.9242526,"medium"
"Attila_spadiceus","birds","resident",2674,8128846.27572344,"superlarge"
"Aulacorhynchus_atrogularis","birds","resident",143,431234.774128539,"supersmall"
"Aulacorhynchus_derbianus","birds","resident",97,292853.895035347,"supersmall"
"Automolus_infuscatus","birds","resident",1412,4327857.07536045,"large"
"Automolus_melanopezus","birds","resident",220,669663.882705615,"small"
"Automolus_ochrolaemus","birds","resident",2076,6341010.50878197,"large"
"Automolus_paraensis","birds","resident",541,1648927.94935392,"medium"
"Automolus_rufipileatus","birds","resident",1425,4358668.36862247,"large"
"Automolus_subulatus","birds","resident",1077,3293500.33034721,"large"
"Avocettula_recurvirostris","birds","resident",824,2527583.16960123,"medium"
"Baryphthengus_martii","birds","resident",1067,3244430.69743285,"large"
"Basileuterus_tristriatus","birds","resident",139,424715.388967246,"supersmall"
"Berlepschia_rikeri","birds","resident",1694,5172609.73549333,"large"
"Bolborhynchus_orbygnesius","birds","resident",63,188340.943907509,"supersmall"
"Brachygalba_albogularis","birds","resident",218,663232.841561645,"small"
"Brachygalba_lugubris","birds","resident",1573,4777914.53142295,"large"
"Brotogeris_chrysoptera","birds","resident",1015,3110941.46273365,"large"
"Brotogeris_cyanoptera","birds","resident",838,2557526.75220183,"medium"
"Brotogeris_sanctithomae","birds","resident",277,846117.926245551,"small"
"Brotogeris_versicolurus","birds","resident",210,645131.5116094,"small"
"Bucco_capensis","birds","resident",1781,5456029.47775456,"large"
"Busarellus_nigricollis","birds","resident",4293,12818336.4326847,"superlarge"
"Buteo_albigula","birds","resident",380,1023562.80131916,"small"
"Buteo_brachyurus","birds","resident",4795,14375656.4574364,"superlarge"
"Buteo_nitidus","birds","resident",3457,10448961.5089403,"superlarge"
"Buteogallus_schistaceus","birds","resident",1193,3641692.17130284,"large"
"Buteogallus_solitarius","birds","resident",342,1020415.12638458,"small"
"Buteogallus_urubitinga","birds","resident",4414,13143370.6966555,"superlarge"
"Buthraupis_montana","birds","resident",94,286419.620825364,"supersmall"
"Cacicus_cela","birds","resident",2814,8567780.29166588,"superlarge"
"Cacicus_chrysonotus","birds","resident",86,261863.12337858,"supersmall"
"Cacicus_haemorrhous","birds","resident",2689,8081661.06129182,"superlarge"
"Cacicus_latirostris","birds","resident",138,422923.204229982,"supersmall"
"Cacicus_oseryi","birds","resident",209,638223.013757403,"small"
"Cacicus_sclateri","birds","resident",93,285851.541158922,"supersmall"
"Cacicus_solitarius","birds","resident",2952,8801372.10463334,"superlarge"
"Cairina_moschata","birds","resident",4756,14178310.8248936,"superlarge"
"Campephilus_haematogaster","birds","resident",99,301474.424128192,"supersmall"
"Campephilus_melanoleucos","birds","resident",3667,11112242.2769093,"superlarge"
"Campephilus_pollens","birds","resident",61,187183.76942878,"supersmall"
"Campephilus_rubricollis","birds","resident",2268,6920265.12957332,"large"
"Camptostoma_obsoletum","birds","resident",4851,14450358.4489832,"superlarge"
"Campylopterus_largipennis","birds","resident",2329,7108777.6634014,"large"
"Campylorhamphus_multostriatus","birds","resident",64,196253.978154364,"supersmall"
"Campylorhamphus_probatus","birds","resident",316,964007.163782119,"small"
"Campylorhamphus_procurvoides","birds","resident",851,2612038.81490457,"medium"
"Campylorhamphus_trochilirostris","birds","resident",2468,7368143.61286225,"large"
"Campylorhynchus_turdinus","birds","resident",1497,4513299.62426608,"large"
"Cantorchilus_guarayanus","birds","resident",232,687152.849432149,"small"
"Cantorchilus_leucotis","birds","resident",2873,8726841.8864425,"superlarge"
"Capito_auratus","birds","resident",1019,3117076.07713038,"large"
"Capito_aurovirens","birds","resident",398,1222284.15176033,"small"
"Capito_dayi","birds","resident",388,1175115.17170223,"small"
"Capito_niger","birds","resident",360,1105841.35149911,"small"
"Caryothraustes_canadensis","birds","resident",872,2666259.0820053,"medium"
"Caryothraustes_erythromelas","birds","resident",420,1288481.14088052,"medium"
"Catamblyrhynchus_diadema","birds","resident",114,345516.908232476,"supersmall"
"Catamenia_homochroa","birds","resident",89,270598.377170859,"supersmall"
"Catamenia_inornata","birds","resident",277,808614.357010043,"small"
"Cathartes_melambrotus","birds","resident",2179,6660416.54701989,"large"
"Catharus_fuscater","birds","resident",94,285125.985840697,"supersmall"
"Catharus_maculatus","birds","resident",118,355423.425592332,"supersmall"
"Celeus_elegans","birds","resident",2131,6510658.29719074,"large"
"Celeus_flavus","birds","resident",2031,6188150.10721356,"large"
"Celeus_lugubris","birds","resident",290,844489.933224772,"small"
"Celeus_occidentalis","birds","resident",1626,4954493.83137568,"large"
"Celeus_spectabilis","birds","resident",173,524733.197153237,"small"
"Celeus_torquatus","birds","resident",553,1698077.16065721,"medium"
"Celeus_undatus","birds","resident",1806,5526825.55083793,"large"
"Cephalopterus_ornatus","birds","resident",1801,5491746.37381358,"large"
"Ceratopipra_chloromeros","birds","resident",154,464041.184023306,"small"
"Ceratopipra_erythrocephala","birds","resident",1130,3467719.87880378,"large"
"Ceratopipra_rubrocapilla","birds","resident",1120,3407580.94722923,"large"
"Cercomacra_cinerascens","birds","resident",2199,6717054.38880759,"large"
"Cercomacra_manu","birds","resident",163,493838.936992906,"small"
"Cercomacra_melanaria","birds","resident",154,453814.478458489,"small"
"Cercomacroides_fuscicauda","birds","resident",349,1059745.35937384,"small"
"Cercomacroides_laeta","birds","resident",126,387317.508701417,"supersmall"
"Cercomacroides_nigrescens","birds","resident",1215,3696634.44175627,"large"
"Cercomacroides_serva","birds","resident",440,1342535.02691332,"medium"
"Cercomacroides_tyrannina","birds","resident",1035,3165966.87776558,"large"
"Certhiasomus_stictolaemus","birds","resident",1045,3202793.95006474,"large"
"Certhiaxis_mustelinus","birds","resident",227,695581.639270963,"small"
"Chaetocercus_bombus","birds","resident",53,162802.462364087,"supersmall"
"Chaetocercus_mulsant","birds","resident",87,264559.413794673,"supersmall"
"Chaetura_brachyura","birds","resident",2450,7468981.28356907,"large"
"Chaetura_chapmani","birds","resident",886,2718406.28762006,"medium"
"Chaetura_cinereiventris","birds","resident",2014,6073087.70873083,"large"
"Chaetura_egregia","birds","resident",580,1749383.05978342,"medium"
"Chaetura_spinicaudus","birds","resident",1025,3145305.8647974,"large"
"Chamaepetes_goudotii","birds","resident",98,299185.41215253,"supersmall"
"Chamaeza_nobilis","birds","resident",844,2580999.68454112,"medium"
"Charadrius_collaris","birds","resident",5062,14953767.2874995,"superlarge"
"Chelidoptera_tenebrosa","birds","resident",2860,8702033.52792648,"superlarge"
"Chionodacryon_speculiferum","birds","resident",67,199858.629332281,"supersmall"
"Chionomesa_bartletti","birds","resident",422,1273211.01662486,"medium"
"Chionomesa_fimbriata","birds","resident",3551,10749545.5571937,"superlarge"
"Chiroxiphia_pareola","birds","resident",1656,5055459.10793779,"large"
"Chlorestes_cyanus","birds","resident",2318,7043292.1642271,"large"
"Chlorestes_notata","birds","resident",1541,4714941.93078873,"large"
"Chloroceryle_aenea","birds","resident",3086,9338335.41453627,"superlarge"
"Chloroceryle_amazona","birds","resident",4773,14209415.1133888,"superlarge"
"Chloroceryle_americana","birds","resident",5747,16972950.556984,"superlarge"
"Chloroceryle_inda","birds","resident",2826,8588134.68756738,"superlarge"
"Chlorophanes_spiza","birds","resident",2606,7922135.14929584,"superlarge"
"Chlorornis_riefferii","birds","resident",100,303706.734327869,"supersmall"
"Chlorospingus_flavigularis","birds","resident",64,195195.683204455,"supersmall"
"Chlorospingus_flavopectus","birds","resident",190,568340.103292865,"small"
"Chlorostilbon_mellisugus","birds","resident",1351,4116550.0424275,"large"
"Chondrohierax_uncinatus","birds","resident",3239,9757328.94088219,"superlarge"
"Chordeiles_nacunda","birds","resident",4115,12280597.4482528,"superlarge"
"Chordeiles_rupestris","birds","resident",536,1640875.97833583,"medium"
"Chrysuronia_oenone","birds","resident",438,1334652.2381189,"medium"
"Chrysuronia_versicolor","birds","resident",2316,6921068.24565699,"large"
"Ciccaba_albitarsis","birds","resident",104,315451.001107688,"supersmall"
"Ciccaba_huhula","birds","resident",2435,7386568.27290118,"large"
"Ciccaba_virgata","birds","resident",3653,10997888.8103765,"superlarge"
"Cinclodes_albiventris","birds","resident",291,854843.450329954,"small"
"Cinclus_leucocephalus","birds","resident",199,603314.508190775,"small"
"Cissopis_leverianus","birds","resident",1799,5396018.58969782,"large"
"Claravis_pretiosa","birds","resident",4316,12994796.8207117,"superlarge"
"Clibanornis_rubiginosus","birds","resident",689,2104986.74073565,"medium"
"Clytoctantes_atrogularis","birds","resident",100,304478.798538301,"supersmall"
"Cnemarchus_erythropygius","birds","resident",60,181334.363187763,"supersmall"
"Cnemotriccus_fuscatus","birds","resident",4072,12234871.1492651,"superlarge"
"Cnipodectes_subbrunneus","birds","resident",634,1942890.52775482,"medium"
"Cnipodectes_superrufus","birds","resident",80,241974.521840424,"supersmall"
"Coccycua_minuta","birds","resident",2882,8768076.27588701,"superlarge"
"Coccyzus_euleri","birds","resident",2994,9010247.30014309,"superlarge"
"Coccyzus_melacoryphus","birds","resident",4864,14475211.568767,"superlarge"
"Cochlearius_cochlearius","birds","resident",3893,11720659.3623238,"superlarge"
"Coeligena_coeligena","birds","resident",119,361077.438393095,"supersmall"
"Coeligena_torquata","birds","resident",94,287711.902669795,"supersmall"
"Coereba_flaveola","birds","resident",3595,10785368.5427834,"superlarge"
"Colaptes_punctigula","birds","resident",1097,3343949.56163465,"large"
"Colaptes_rivolii","birds","resident",151,461662.133690317,"small"
"Colaptes_rupicola","birds","resident",264,774494.667375089,"small"
"Colibri_coruscans","birds","resident",298,892899.155453952,"small"
"Colibri_delphinae","birds","resident",396,1206394.45721002,"small"
"Colonia_colonus","birds","resident",2264,6748231.9831913,"large"
"Columbina_talpacoti","birds","resident",4911,14628905.7310609,"superlarge"
"Conirostrum_albifrons","birds","resident",85,258291.604802446,"supersmall"
"Conirostrum_bicolor","birds","resident",167,511246.948983606,"small"
"Conirostrum_binghami","birds","resident",72,215110.520502561,"supersmall"
"Conirostrum_cinereum","birds","resident",207,621840.021834037,"small"
"Conirostrum_sitticolor","birds","resident",97,295012.092273148,"supersmall"
"Conirostrum_speciosum","birds","resident",2549,7583377.55185317,"superlarge"
"Conopias_cinchoneti","birds","resident",102,311630.775531903,"supersmall"
"Conopias_parvus","birds","resident",1270,3895265.67770602,"large"
"Conopias_trivirgatus","birds","resident",689,2025397.81276724,"medium"
"Conopophaga_aurita","birds","resident",910,2790483.75297464,"medium"
"Conopophaga_melanogaster","birds","resident",302,919456.747527314,"small"
"Conopophaga_peruviana","birds","resident",357,1089000.77968168,"small"
"Conopophaga_snethlageae","birds","resident",192,587882.434528696,"small"
"Contopus_fumigatus","birds","resident",329,995796.391471262,"small"
"Contopus_nigrescens","birds","resident",79,242023.079849007,"supersmall"
"Contopus_punensis","birds","resident",62,189258.968343314,"supersmall"
"Corapipo_gutturalis","birds","resident",362,1111615.66844905,"small"
"Corythopis_torquatus","birds","resident",2168,6627174.64510511,"large"
"Cotinga_cayana","birds","resident",2079,6359541.69805633,"large"
"Cotinga_cotinga","birds","resident",621,1907710.35538673,"medium"
"Cotinga_maynana","birds","resident",832,2542824.80915468,"medium"
"Cranioleuca_antisiensis","birds","resident",50,152386.957140957,"supersmall"
"Cranioleuca_curtata","birds","resident",117,355586.607683405,"supersmall"
"Cranioleuca_vulpecula","birds","resident",113,346249.452926932,"supersmall"
"Cranioleuca_vulpina","birds","resident",1888,5693086.94947325,"large"
"Crax_alector","birds","resident",683,2097329.10420164,"medium"
"Crax_fasciolata","birds","resident",1115,3307603.82389585,"large"
"Crotophaga_ani","birds","resident",4725,14087614.6408117,"superlarge"
"Crotophaga_major","birds","resident",4030,12109575.4001525,"superlarge"
"Cryptopipo_holochlora","birds","resident",106,323671.759867152,"supersmall"
"Crypturellus_atrocapillus","birds","resident",97,291425.736863518,"supersmall"
"Crypturellus_bartletti","birds","resident",524,1595759.87347554,"medium"
"Crypturellus_brevirostris","birds","resident",270,829211.572546568,"small"
"Crypturellus_cinereus","birds","resident",1942,5938234.96910418,"large"
"Crypturellus_duidae","birds","resident",93,285816.449699893,"supersmall"
"Crypturellus_erythropus","birds","resident",395,1208086.79521836,"small"
"Crypturellus_obsoletus","birds","resident",903,2626853.37134705,"medium"
"Crypturellus_parvirostris","birds","resident",2233,6657760.80037046,"large"
"Crypturellus_soui","birds","resident",3677,11155384.1359859,"superlarge"
"Crypturellus_strigulosus","birds","resident",850,2582140.88909899,"medium"
"Crypturellus_undulatus","birds","resident",2829,8544040.41572909,"superlarge"
"Crypturellus_variegatus","birds","resident",1772,5422141.03839771,"large"
"Cyanerpes_caeruleus","birds","resident",2187,6686129.29291118,"large"
"Cyanerpes_cyaneus","birds","resident",2668,8121102.01242343,"superlarge"
"Cyanerpes_nitidus","birds","resident",867,2656172.78505219,"medium"
"Cyanocorax_cayanus","birds","resident",379,1163530.62985541,"small"
"Cyanocorax_cyanomelas","birds","resident",579,1676068.04315806,"medium"
"Cyanocorax_hafferi","birds","resident",63,192436.43761798,"supersmall"
"Cyanocorax_violaceus","birds","resident",1102,3372860.55336823,"large"
"Cyanoloxia_rothschildii","birds","resident",2167,6621668.41029602,"large"
"Cyanolyca_viridicyanus","birds","resident",65,195091.342223316,"supersmall"
"Cyclarhis_gujanensis","birds","resident",4538,13448450.508682,"superlarge"
"Cymbilaimus_lineatus","birds","resident",2189,6684398.7066354,"large"
"Cymbilaimus_sanctaemariae","birds","resident",163,493130.623564261,"small"
"Cyphorhinus_arada","birds","resident",1454,4449035.13888982,"large"
"Cyphos_macrodactylus","birds","resident",1089,3332764.09587098,"large"
"Cypseloides_cherriei","birds","resident",88,267007.807591014,"supersmall"
"Dacnis_albiventris","birds","resident",341,1047500.24906609,"small"
"Dacnis_cayana","birds","resident",3997,12056722.5818014,"superlarge"
"Dacnis_flaviventer","birds","resident",1341,4092946.88413735,"large"
"Dacnis_lineata","birds","resident",1987,6071908.45671129,"large"
"Daptrius_ater","birds","resident",2381,7266913.86775713,"large"
"Deconychura_longicauda","birds","resident",355,1091000.0834597,"small"
"Deconychura_pallida","birds","resident",1544,4707935.4279833,"large"
"Dendrexetastes_rufigula","birds","resident",1201,3665755.8117407,"large"
"Dendrocincla_fuliginosa","birds","resident",2788,8500181.93197025,"superlarge"
"Dendrocincla_merula","birds","resident",1761,5390323.95438489,"large"
"Dendrocincla_tyrannina","birds","resident",103,313977.81274629,"supersmall"
"Dendrocolaptes_certhia","birds","resident",2181,6661737.65837418,"large"
"Dendrocolaptes_hoffmannsi","birds","resident",196,596356.084378654,"small"
"Dendrocolaptes_picumnus","birds","resident",1892,5748970.42930227,"large"
"Dendroma_erythroptera","birds","resident",986,3008547.02132649,"medium"
"Dendroplex_kienerii","birds","resident",127,389670.380663127,"supersmall"
"Dendroplex_picus","birds","resident",3236,9850009.91208202,"superlarge"
"Deroptyus_accipitrinus","birds","resident",1356,4152161.01941705,"large"
"Dichrozona_cincta","birds","resident",1016,3106352.58010937,"large"
"Diglossa_albilatera","birds","resident",77,235997.137764055,"supersmall"
"Diglossa_brunneiventris","birds","resident",104,312539.764708059,"supersmall"
"Diglossa_caerulescens","birds","resident",92,279607.38363718,"supersmall"
"Diglossa_cyanea","birds","resident",117,356119.781137265,"supersmall"
"Diglossa_sittoides","birds","resident",196,588152.169708508,"small"
"Discosura_langsdorffi","birds","resident",653,1991006.3745913,"medium"
"Discosura_longicaudus","birds","resident",704,2153819.53882661,"medium"
"Discosura_popelairii","birds","resident",73,223080.13193822,"supersmall"
"Donacobius_atricapilla","birds","resident",2870,8633729.64986019,"superlarge"
"Doryfera_johannae","birds","resident",151,462891.920239204,"small"
"Doryfera_ludovicae","birds","resident",118,358949.776417662,"supersmall"
"Dromococcyx_pavoninus","birds","resident",1032,3077470.45556529,"large"
"Dromococcyx_phasianellus","birds","resident",3205,9588763.97328503,"superlarge"
"Drymophila_devillei","birds","resident",693,2101456.49016609,"medium"
"Drymophila_striaticeps","birds","resident",62,188888.68449586,"supersmall"
"Elaenia_albiceps","birds","resident",236,714209.469280243,"small"
"Elaenia_chiriquensis","birds","resident",2815,8459077.30212491,"superlarge"
"Elaenia_gigas","birds","resident",151,458667.779783972,"small"
"Elaenia_obscura","birds","resident",108,322891.114698825,"supersmall"
"Elaenia_pallatangae","birds","resident",85,258368.990698641,"supersmall"
"Elaenia_pelzelni","birds","resident",97,297247.352864416,"supersmall"
"Elanoides_forficatus","birds","resident",4173,12566358.3211957,"superlarge"
"Electron_platyrhynchum","birds","resident",934,2841916.55500269,"medium"
"Elliotomyia_chionogaster","birds","resident",165,484975.068777768,"small"
"Empidonomus_varius","birds","resident",2553,7732440.47973788,"superlarge"
"Ensifera_ensifera","birds","resident",128,388804.530641726,"supersmall"
"Entomodestes_leucotis","birds","resident",66,198060.550758054,"supersmall"
"Epinecrophylla_amazonica","birds","resident",253,772057.20064671,"small"
"Epinecrophylla_erythrura","birds","resident",542,1660805.27679566,"medium"
"Epinecrophylla_gutturalis","birds","resident",369,1133554.28172608,"small"
"Epinecrophylla_haematonota","birds","resident",720,2207959.91694027,"medium"
"Epinecrophylla_hoffmannsi","birds","resident",424,1291936.30393515,"medium"
"Epinecrophylla_leucophthalma","birds","resident",689,2097727.43268648,"medium"
"Epinecrophylla_ornata","birds","resident",258,782039.861555037,"small"
"Eubucco_aurantiicollis","birds","resident",493,1499907.27295133,"medium"
"Eubucco_richardsoni","birds","resident",309,949907.478774486,"small"
"Eubucco_tucinkae","birds","resident",57,171998.944070762,"supersmall"
"Euchrepomis_callinota","birds","resident",61,186557.188281535,"supersmall"
"Euchrepomis_humeralis","birds","resident",412,1256054.47938202,"medium"
"Euchrepomis_spodioptila","birds","resident",705,2165447.99899081,"medium"
"Eucometis_penicillata","birds","resident",1900,5726899.03256062,"large"
"Euphonia_cayennensis","birds","resident",416,1277894.15929016,"medium"
"Euphonia_chrysopasta","birds","resident",1790,5474054.15299651,"large"
"Euphonia_laniirostris","birds","resident",1467,4450323.34673453,"large"
"Euphonia_mesochrysa","birds","resident",60,181711.011743509,"supersmall"
"Euphonia_minuta","birds","resident",1687,5147098.54591017,"large"
"Euphonia_rufiventris","birds","resident",1444,4404628.15603897,"large"
"Euphonia_xanthogaster","birds","resident",1221,3719323.8289713,"large"
"Eurypyga_helias","birds","resident",2776,8455078.71196138,"superlarge"
"Eutoxeres_condamini","birds","resident",123,374152.215369672,"supersmall"
"Falco_deiroleucus","birds","resident",1123,3338649.49153586,"large"
"Falco_rufigularis","birds","resident",4443,13372053.2633016,"superlarge"
"Florisuga_mellivora","birds","resident",2654,8094414.72529297,"superlarge"
"Formicarius_analis","birds","resident",1874,5720913.45398047,"large"
"Formicarius_colma","birds","resident",2302,7005878.20604951,"large"
"Formicarius_rufipectus","birds","resident",57,173745.705267521,"supersmall"
"Formicivora_grisea","birds","resident",1654,5029611.83620362,"large"
