"Species","type","seasonality","PresencePoints","area_km2","class"
"Adelophryne_adiastola","amphibians",NA,69,212103.578213555,"supersmall"
"Adelophryne_gutturosa","amphibians",NA,83,255087.716305523,"supersmall"
"Adelphobates_galactonotus","amphibians",NA,184,563906.691905162,"small"
"Adelphobates_quinquevittatus","amphibians",NA,475,1448121.3183339,"medium"
"Adenomera_andreae","amphibians",NA,1957,5979710.21106569,"large"
"Adenomera_hylaedactyla","amphibians",NA,3102,9424251.84535248,"superlarge"
"Allobates_brunneus","amphibians",NA,623,1901457.58428032,"medium"
"Allobates_conspicuus","amphibians",NA,119,362806.63780711,"supersmall"
"Allobates_femoralis","amphibians",NA,1840,5629133.50665658,"large"
"Allobates_fuscellus","amphibians",NA,221,674916.004742827,"small"
"Allobates_marchesianus","amphibians",NA,1107,3387777.02064908,"large"
"Allobates_peruvianus","amphibians",NA,147,448148.972580874,"supersmall"
"Allobates_trilineatus","amphibians",NA,259,785999.718533407,"small"
"Allophryne_ruthveni","amphibians",NA,999,3062625.92748305,"medium"
"Amazophrynella_minuta","amphibians",NA,1686,5161124.66238854,"large"
"Ameerega_hahneli","amphibians",NA,1293,3963344.95472943,"large"
"Ameerega_parvula","amphibians",NA,62,190594.733956705,"supersmall"
"Ameerega_picta","amphibians",NA,783,2360627.19884651,"medium"
"Ameerega_trivittata","amphibians",NA,1416,4339219.3409586,"large"
"Anomaloglossus_baeobatrachus","amphibians",NA,219,673155.215854234,"small"
"Atelopus_spumarius","amphibians",NA,253,777093.648647369,"small"
"Boana_boans","amphibians",NA,2199,6719034.44304519,"large"
"Boana_calcarata","amphibians",NA,1504,4607090.34608408,"large"
"Boana_cinerascens","amphibians",NA,1836,5623626.02425325,"large"
"Boana_fasciata","amphibians",NA,1703,5201187.2646449,"large"
"Boana_geographica","amphibians",NA,3451,10434786.1938242,"superlarge"
"Boana_hobbsi","amphibians",NA,69,212291.683709051,"supersmall"
"Boana_icamiaba","amphibians",NA,156,475493.985291764,"small"
"Boana_lanciformis","amphibians",NA,1508,4605014.71759874,"large"
"Boana_microderma","amphibians",NA,88,270416.646234837,"supersmall"
"Boana_multifasciata","amphibians",NA,567,1741385.17534919,"medium"
"Boana_nympha","amphibians",NA,59,181375.983739896,"supersmall"
"Boana_punctata","amphibians",NA,3736,11273605.6653949,"superlarge"
"Boana_raniceps","amphibians",NA,2778,8308031.21703715,"superlarge"
"Boana_wavrini","amphibians",NA,780,2389872.29224868,"medium"
"Bolitoglossa_altamazonica","amphibians",NA,642,1962611.01328146,"medium"
"Brasilotyphlus_guarantanus","amphibians",NA,54,164574.761210654,"supersmall"
"Caecilia_gracilis","amphibians",NA,199,610498.804770854,"small"
"Caecilia_tentaculata","amphibians",NA,1499,4595479.33021504,"large"
"Callimedusa_atelopoides","amphibians",NA,136,414721.375023571,"supersmall"
"Callimedusa_tomopterna","amphibians",NA,1795,5488571.70758502,"large"
"Ceratophrys_cornuta","amphibians",NA,1732,5290631.01264787,"large"
"Chiasmocleis_antenori","amphibians",NA,133,406092.825784067,"supersmall"
"Chiasmocleis_avilapiresae","amphibians",NA,346,1057558.20321896,"small"
"Chiasmocleis_bassleri","amphibians",NA,569,1736437.39665784,"medium"
"Chiasmocleis_hudsoni","amphibians",NA,334,1026759.9091646,"small"
"Chiasmocleis_shudikarensis","amphibians",NA,947,2902156.63275263,"medium"
"Chiasmocleis_tridactyla","amphibians",NA,73,223989.985456377,"supersmall"
"Chiasmocleis_ventrimaculata","amphibians",NA,207,630283.876349397,"small"
"Cruziohyla_craspedopus","amphibians",NA,571,1747807.85843096,"medium"
"Ctenophryne_geayi","amphibians",NA,1942,5939824.14775722,"large"
"Dendrobates_leucomelas","amphibians",NA,270,828009.252320613,"small"
"Dendrobates_tinctorius","amphibians",NA,171,525739.519919237,"small"
"Dendropsophus_acreanus","amphibians",NA,350,1055779.42735158,"small"
"Dendropsophus_bifurcus","amphibians",NA,474,1435242.29721305,"medium"
"Dendropsophus_bokermanni","amphibians",NA,329,1004221.38332727,"small"
"Dendropsophus_brevifrons","amphibians",NA,519,1590360.54668291,"medium"
"Dendropsophus_haraldschultzi","amphibians",NA,263,803403.928943715,"small"
"Dendropsophus_koechlini","amphibians",NA,391,1188416.61769999,"small"
"Dendropsophus_leali","amphibians",NA,665,2018951.47153445,"medium"
"Dendropsophus_leucophyllatus","amphibians",NA,1813,5540908.89429058,"large"
"Dendropsophus_marmoratus","amphibians",NA,1577,4822980.19034952,"large"
"Dendropsophus_melanargyreus","amphibians",NA,851,2571878.35503848,"medium"
"Dendropsophus_microcephalus","amphibians",NA,1825,5563251.47568221,"large"
"Dendropsophus_minutus","amphibians",NA,3690,11075216.7261419,"superlarge"
"Dendropsophus_miyatai","amphibians",NA,434,1330938.22443945,"medium"
"Dendropsophus_nanus","amphibians",NA,2739,8124443.63087138,"superlarge"
"Dendropsophus_parviceps","amphibians",NA,1464,4471095.36136247,"large"
"Dendropsophus_pauiniensis","amphibians",NA,88,268944.201861952,"supersmall"
"Dendropsophus_rhodopeplus","amphibians",NA,483,1470367.25339084,"medium"
"Dendropsophus_riveroi","amphibians",NA,785,2390552.9901051,"medium"
"Dendropsophus_rossalleni","amphibians",NA,435,1329639.27346179,"medium"
"Dendropsophus_rubicundulus","amphibians",NA,856,2544465.41433881,"medium"
"Dendropsophus_sarayacuensis","amphibians",NA,569,1740230.2982636,"medium"
"Dendropsophus_schubarti","amphibians",NA,174,524772.303061198,"small"
"Dendropsophus_triangulum","amphibians",NA,833,2547394.69303913,"medium"
"Dendropsophus_tritaeniatus","amphibians",NA,96,284359.455583789,"supersmall"
"Dendropsophus_walfordi","amphibians",NA,432,1319443.15238751,"medium"
"Edalorhina_perezi","amphibians",NA,422,1289098.00778893,"medium"
"Elachistocleis_helianneae","amphibians",NA,354,1080229.92083782,"small"
"Elachistocleis_ovalis","amphibians",NA,3624,10932186.6613666,"superlarge"
"Engystomops_freibergi","amphibians",NA,788,2392481.90392893,"medium"
"Engystomops_petersi","amphibians",NA,113,347304.861714335,"supersmall"
"Gastrotheca_marsupiata","amphibians",NA,82,242136.208892581,"supersmall"
"Gastrotheca_testudinea","amphibians",NA,63,189878.892111205,"supersmall"
"Hamptophryne_boliviana","amphibians",NA,1814,5539387.88834359,"large"
"Hemiphractus_helioi","amphibians",NA,50,151357.407627081,"supersmall"
"Hemiphractus_proboscideus","amphibians",NA,110,338129.881167479,"supersmall"
"Hemiphractus_scutatus","amphibians",NA,397,1213680.56763564,"small"
"Hyalinobatrachium_cappellei","amphibians",NA,754,2311617.03381592,"medium"
"Hyalinobatrachium_carlesvilai","amphibians",NA,75,225987.43174616,"supersmall"
"Hyalinobatrachium_iaspidiense","amphibians",NA,681,2087614.67592918,"medium"
"Hyalinobatrachium_mondolfii","amphibians",NA,368,1129996.79652567,"small"
"Hyalinobatrachium_muiraquitan","amphibians",NA,94,287496.65312176,"supersmall"
"Hydrolaetare_schmidti","amphibians",NA,906,2770583.0639421,"medium"
"Leptodactylus_bolivianus","amphibians",NA,2029,6200900.6278159,"large"
"Leptodactylus_diedrus","amphibians",NA,224,687805.613392891,"small"
"Leptodactylus_discodactylus","amphibians",NA,352,1078133.1015762,"small"
"Leptodactylus_elenae","amphibians",NA,820,2377073.47297724,"medium"
"Leptodactylus_fuscus","amphibians",NA,3921,11738596.5173536,"superlarge"
"Leptodactylus_knudseni","amphibians",NA,1713,5237136.55773809,"large"
"Leptodactylus_latrans","amphibians",NA,3738,10936989.9255303,"superlarge"
"Leptodactylus_leptodactyloides","amphibians",NA,1574,4811840.21600812,"large"
"Leptodactylus_longirostris","amphibians",NA,213,653347.024330089,"small"
"Leptodactylus_mystaceus","amphibians",NA,2338,7127138.35355905,"large"
"Leptodactylus_paraensis","amphibians",NA,195,597803.93738552,"small"
"Leptodactylus_pentadactylus","amphibians",NA,1474,4504853.03195887,"large"
"Leptodactylus_petersii","amphibians",NA,1980,6046932.2319424,"large"
"Leptodactylus_podicipinus","amphibians",NA,1310,3853008.9592802,"large"
"Leptodactylus_rhodomystax","amphibians",NA,1687,5160084.2033997,"large"
"Leptodactylus_rhodonotus","amphibians",NA,136,410859.357964328,"supersmall"
"Leptodactylus_riveroi","amphibians",NA,268,824255.482900949,"small"
"Leptodactylus_stenodema","amphibians",NA,1446,4428509.08311914,"large"
"Leptodactylus_wagneri","amphibians",NA,66,202558.06608608,"supersmall"
"Lithobates_palmipes","amphibians",NA,2280,6966324.67688562,"large"
"Lithodytes_lineatus","amphibians",NA,1764,5391362.91061652,"large"
"Lysapsus_bolivianus","amphibians",NA,379,1153277.22095215,"small"
"Lysapsus_caraya","amphibians",NA,416,1254775.70934281,"medium"
"Niceforonia_nigrovittata","amphibians",NA,305,934564.887474719,"small"
"Noblella_myrmecoides","amphibians",NA,184,559708.449906676,"small"
"Oreobates_quixensis","amphibians",NA,479,1464490.04325513,"medium"
"Osteocephalus_buckleyi","amphibians",NA,1464,4478277.10926402,"large"
"Osteocephalus_cabrerai","amphibians",NA,537,1649190.8238822,"medium"
"Osteocephalus_elkejungingerae","amphibians",NA,52,158899.512066359,"supersmall"
"Osteocephalus_leprieurii","amphibians",NA,1248,3816042.94711335,"large"
"Osteocephalus_oophagus","amphibians",NA,292,897908.159364094,"small"
"Osteocephalus_planiceps","amphibians",NA,207,635451.574452847,"small"
"Osteocephalus_subtilis","amphibians",NA,51,155978.765609251,"supersmall"
"Osteocephalus_taurinus","amphibians",NA,2004,6133678.67048517,"large"
"Otophryne_pyburni","amphibians",NA,108,332105.807492112,"supersmall"
"Phyllomedusa_bicolor","amphibians",NA,1712,5242726.36398527,"large"
"Phyllomedusa_boliviana","amphibians",NA,245,729330.183455802,"small"
"Phyllomedusa_camba","amphibians",NA,319,960304.480932314,"small"
"Phyllomedusa_tarsius","amphibians",NA,874,2673229.00843626,"medium"
"Phyllomedusa_vaillantii","amphibians",NA,1637,5000834.24213057,"large"
"Physalaemus_ephippifer","amphibians",NA,687,2109171.96290313,"medium"
"Phyzelaphryne_miriamae","amphibians",NA,380,1161677.48830876,"small"
"Pipa_arrabali","amphibians",NA,338,1035904.20115129,"small"
"Pipa_pipa","amphibians",NA,1943,5934136.1979335,"large"
"Pipa_snethlageae","amphibians",NA,596,1829331.53169048,"medium"
"Pithecopus_hypochondrialis","amphibians",NA,2729,8186145.57361366,"superlarge"
"Pithecopus_palliatus","amphibians",NA,361,1093142.39123337,"small"
"Pleurodema_cinereum","amphibians",NA,87,253402.733411945,"supersmall"
"Pleurodema_marmoratum","amphibians",NA,152,447792.69815706,"small"
"Potomotyphlus_kaupii","amphibians",NA,1266,3879892.77212847,"large"
"Pristimantis_altamazonicus","amphibians",NA,513,1567603.20127341,"medium"
"Pristimantis_carvalhoi","amphibians",NA,358,1095381.98941899,"small"
"Pristimantis_conspicillatus","amphibians",NA,228,699134.592439302,"small"
"Pristimantis_diadematus","amphibians",NA,145,442675.612634599,"supersmall"
"Pristimantis_eurydactylus","amphibians",NA,104,317510.861920421,"supersmall"
"Pristimantis_fenestratus","amphibians",NA,1167,3556208.83421164,"large"
"Pristimantis_gutturalis","amphibians",NA,77,236783.580181715,"supersmall"
"Pristimantis_lacrimosus","amphibians",NA,123,375295.325527639,"supersmall"
"Pristimantis_lanthanites","amphibians",NA,198,608157.117522759,"small"
"Pristimantis_malkini","amphibians",NA,265,813438.569302474,"small"
"Pristimantis_martiae","amphibians",NA,394,1202635.89008815,"small"
"Pristimantis_mendax","amphibians",NA,56,169065.800561889,"supersmall"
"Pristimantis_ockendeni","amphibians",NA,280,856935.723432069,"small"
"Pristimantis_orcus","amphibians",NA,60,184091.945707857,"supersmall"
"Pristimantis_peruvianus","amphibians",NA,420,1283588.38112293,"medium"
"Pristimantis_skydmainos","amphibians",NA,67,202725.351887265,"supersmall"
"Pristimantis_toftae","amphibians",NA,67,201467.144880771,"supersmall"
"Pristimantis_variabilis","amphibians",NA,244,745338.991583606,"small"
"Pristimantis_ventrimarmoratus","amphibians",NA,157,477085.554345854,"small"
"Pristimantis_vilarsi","amphibians",NA,547,1679603.00450074,"medium"
"Pristimantis_zeuctotylus","amphibians",NA,241,740539.210439792,"small"
"Pseudis_paradoxa","amphibians",NA,2575,7738039.94295181,"superlarge"
"Pseudopaludicola_boliviana","amphibians",NA,1357,4081679.08803194,"large"
"Pseudopaludicola_ceratophyes","amphibians",NA,150,459141.736889448,"supersmall"
"Ranitomeya_uakarii","amphibians",NA,109,332006.888829835,"supersmall"
"Ranitomeya_ventrimaculata","amphibians",NA,822,2518761.57104743,"medium"
"Rhaebo_ceratophrys","amphibians",NA,304,934741.889864474,"small"
"Rhaebo_glaberrimus","amphibians",NA,174,532186.619359529,"small"
"Rhaebo_guttatus","amphibians",NA,2259,6896593.76249768,"large"
"Rhinella_acutirostris","amphibians",NA,242,741925.90934061,"small"
"Rhinella_castaneotica","amphibians",NA,973,2976511.23434107,"medium"
"Rhinella_dapsilis","amphibians",NA,50,152798.464954522,"supersmall"
"Rhinella_granulosa","amphibians",NA,3680,10988775.0709431,"superlarge"
"Rhinella_margaritifera","amphibians",NA,2963,9008326.95811982,"superlarge"
"Rhinella_marina","amphibians",NA,3196,9699768.53532648,"superlarge"
"Rhinella_poeppigii","amphibians",NA,126,378201.784526376,"supersmall"
"Rhinella_proboscidea","amphibians",NA,135,414659.142184618,"supersmall"
"Rhinella_roqueana","amphibians",NA,149,457426.383829849,"supersmall"
"Scarthyla_goinorum","amphibians",NA,507,1546201.68478381,"medium"
"Scinax_boesemani","amphibians",NA,1412,4325002.84166234,"large"
"Scinax_chiquitanus","amphibians",NA,166,496160.069418247,"small"
"Scinax_cruentommus","amphibians",NA,803,2459985.08741469,"medium"
"Scinax_funereus","amphibians",NA,246,751629.365881065,"small"
"Scinax_garbei","amphibians",NA,1208,3690127.7306914,"large"
"Scinax_nebulosus","amphibians",NA,1483,4529345.91429691,"large"
"Scinax_parkeri","amphibians",NA,121,359291.291180995,"supersmall"
"Scinax_ruber","amphibians",NA,2666,8125410.52197406,"superlarge"
"Scinax_x-signatus","amphibians",NA,3496,10550899.4205305,"superlarge"
"Siphonops_annulatus","amphibians",NA,3297,9948245.34916534,"superlarge"
"Sphaenorhynchus_carneus","amphibians",NA,515,1576476.12259142,"medium"
"Sphaenorhynchus_dorisae","amphibians",NA,467,1427724.56803333,"medium"
"Sphaenorhynchus_lacteus","amphibians",NA,1789,5465654.52473673,"large"
"Strabomantis_sulcatus","amphibians",NA,371,1134102.66252026,"small"
"Synapturanus_mirandaribeiroi","amphibians",NA,429,1319013.07109766,"medium"
"Synapturanus_rabus","amphibians",NA,93,286028.712544778,"supersmall"
"Synapturanus_salseri","amphibians",NA,127,390542.997176265,"supersmall"
"Telmatobius_marmoratus","amphibians",NA,54,159288.382640108,"supersmall"
"Teratohyla_adenocheira","amphibians",NA,92,278491.801696067,"supersmall"
"Teratohyla_midas","amphibians",NA,1165,3567672.55103412,"large"
"Trachycephalus_coriaceus","amphibians",NA,726,2213761.29680578,"medium"
"Trachycephalus_resinifictrix","amphibians",NA,1525,4665517.55685643,"large"
"Trachycephalus_typhonius","amphibians",NA,4027,12106871.9819263,"superlarge"
"Typhlonectes_compressicauda","amphibians",NA,1378,4218705.40597768,"large"
"Vitreorana_ritae","amphibians",NA,1119,3427157.86906021,"large"
"Abrothrix_jelskii","mammals",NA,167,492439.555287667,"small"
"Akodon_boliviensis","mammals",NA,72,211532.619479973,"supersmall"
"Akodon_dayi","mammals",NA,98,290496.158423086,"supersmall"
"Akodon_fumeus","mammals",NA,51,150036.488064192,"supersmall"
"Akodon_mollis","mammals",NA,84,256812.465811139,"supersmall"
"Akodon_subfuscus","mammals",NA,56,166449.669720684,"supersmall"
"Akodon_varius","mammals",NA,90,262134.234474091,"supersmall"
"Alouatta_belzebul","mammals",NA,285,872526.784765802,"small"
"Alouatta_discolor","mammals",NA,122,372861.00618581,"supersmall"
"Alouatta_juara","mammals",NA,759,2326786.89883388,"medium"
"Alouatta_macconnelli","mammals",NA,573,1759203.94572526,"medium"
"Alouatta_nigerrima","mammals",NA,76,232886.879801566,"supersmall"
"Alouatta_puruensis","mammals",NA,340,1034422.07370707,"small"
"Alouatta_sara","mammals",NA,111,330933.144137192,"supersmall"
"Alouatta_seniculus","mammals",NA,733,2244575.98870997,"medium"
"Ametrida_centurio","mammals",NA,1886,5761517.88288978,"large"
"Anoura_aequatoris","mammals",NA,170,515539.443038065,"small"
"Anoura_caudifer","mammals",NA,1988,5950379.78382402,"large"
"Anoura_cultrata","mammals",NA,257,782180.051917976,"small"
"Anoura_peruana","mammals",NA,396,1194456.05776349,"small"
"Aotus_azarae","mammals",NA,1054,3163944.49544823,"large"
"Aotus_nancymaae","mammals",NA,167,511409.663185914,"small"
"Aotus_nigriceps","mammals",NA,514,1564274.55892288,"medium"
"Aotus_trivirgatus","mammals",NA,243,746632.845923273,"small"
"Aotus_vociferans","mammals",NA,342,1051602.81470888,"small"
"Artibeus_concolor","mammals",NA,2096,6419155.6987544,"large"
"Artibeus_fraterculus","mammals",NA,98,298985.729539592,"supersmall"
"Artibeus_lituratus","mammals",NA,4745,14258692.2916211,"superlarge"
"Artibeus_obscurus","mammals",NA,3694,11145644.7599412,"superlarge"
"Artibeus_planirostris","mammals",NA,2631,7925069.92587849,"superlarge"
"Ateles_belzebuth","mammals",NA,264,811302.070266278,"small"
"Ateles_chamek","mammals",NA,857,2598843.64112917,"medium"
"Ateles_marginatus","mammals",NA,171,521785.959753292,"small"
"Ateles_paniscus","mammals",NA,294,903839.262957775,"small"
"Atelocynus_microtis","mammals",NA,929,2841371.47232831,"medium"
"Auliscomys_boliviensis","mammals",NA,71,208930.591760575,"supersmall"
"Auliscomys_pictus","mammals",NA,103,307257.109857208,"supersmall"
"Bassaricyon_alleni","mammals",NA,1452,4441201.22660708,"large"
"Bradypus_tridactylus","mammals",NA,336,1031530.32679756,"small"
"Bradypus_variegatus","mammals",NA,3337,10084633.7605685,"superlarge"
"Cabassous_unicinctus","mammals",NA,3220,9748551.26890993,"superlarge"
"Cacajao_calvus","mammals",NA,66,201408.974608108,"supersmall"
"Cacajao_melanocephalus","mammals",NA,151,464373.256624239,"small"
"Callimico_goeldii","mammals",NA,199,607516.420817131,"small"
"Calomys_lepidus","mammals",NA,200,583749.797345922,"small"
"Calomys_sorellus","mammals",NA,77,230471.622215182,"supersmall"
"Caluromys_lanatus","mammals",NA,1709,5093332.36011181,"large"
"Caluromys_philander","mammals",NA,1223,3699158.89767726,"large"
"Caluromysiops_irrupta","mammals",NA,58,175007.672127871,"supersmall"
"Carollia_benkeithi","mammals",NA,698,2104158.83489692,"medium"
"Carollia_brevicauda","mammals",NA,3536,10757874.8461131,"superlarge"
"Carollia_perspicillata","mammals",NA,4600,13832666.9986514,"superlarge"
"Cavia_tschudii","mammals",NA,271,798779.05085484,"small"
"Cebuella_niveiventris","mammals",NA,385,1175152.56038984,"small"
"Cebuella_pygmaea","mammals",NA,162,498077.762595632,"small"
"Cebus_albifrons","mammals",NA,118,362758.379297468,"supersmall"
"Cebus_cuscinus","mammals",NA,66,198240.290037389,"supersmall"
"Cebus_unicolor","mammals",NA,454,1385617.99995267,"medium"
"Cebus_yuracus","mammals",NA,155,475748.343690304,"small"
"Centronycteris_centralis","mammals",NA,781,2379050.5187984,"medium"
"Centronycteris_maximiliani","mammals",NA,1844,5638799.2227343,"large"
"Cheracebus_lucifer","mammals",NA,86,264420.903038225,"supersmall"
"Cheracebus_lugens","mammals",NA,374,1149511.18361219,"small"
"Cheracebus_regulus","mammals",NA,68,208405.492490149,"supersmall"
"Cheracebus_torquatus","mammals",NA,60,183824.233896772,"supersmall"
"Chibchanomys_orcesi","mammals",NA,56,171244.532652477,"supersmall"
"Chiroderma_salvini","mammals",NA,1132,3407995.08205636,"large"
"Chiroderma_trinitatum","mammals",NA,3090,9389865.23684938,"superlarge"
"Chiroderma_villosum","mammals",NA,3443,10428084.2903122,"superlarge"
"Chironectes_minimus","mammals",NA,2085,6230155.89608722,"large"
"Chiropotes_albinasus","mammals",NA,323,983487.63599323,"small"
"Chiropotes_chiropotes","mammals",NA,443,1361155.98830054,"medium"
"Chiropotes_sagulatus","mammals",NA,268,824013.387085186,"small"
"Chiropotes_utahickae","mammals",NA,111,339294.407522375,"supersmall"
"Choeroniscus_minor","mammals",NA,1653,5051335.44302138,"large"
"Choloepus_didactylus","mammals",NA,1361,4177741.7883823,"large"
"Choloepus_hoffmanni","mammals",NA,776,2351845.51273788,"medium"
"Chrotopterus_auritus","mammals",NA,4371,13117695.6266038,"superlarge"
"Coendou_bicolor","mammals",NA,408,1241062.09533475,"medium"
"Coendou_melanurus","mammals",NA,463,1421858.38651946,"medium"
"Coendou_nycthemera","mammals",NA,135,414720.959910745,"supersmall"
"Coendou_prehensilis","mammals",NA,4082,12284587.9155176,"superlarge"
"Coendou_roosmalenorum","mammals",NA,55,167867.684740994,"supersmall"
"Coendou_rufescens","mammals",NA,125,383314.590825838,"supersmall"
"Cormura_brevirostris","mammals",NA,2559,7810554.19606891,"superlarge"
"Cryptonanus_unduaviensis","mammals",NA,104,310764.040780967,"supersmall"
"Cuniculus_paca","mammals",NA,4438,13343943.8768768,"superlarge"
"Cuniculus_taczanowskii","mammals",NA,132,402486.379555092,"supersmall"
"Cyclopes_didactylus","mammals",NA,2592,7909597.74588303,"superlarge"
"Cynomops_abrasus","mammals",NA,3297,9917254.11107714,"superlarge"
"Cynomops_greenhalli","mammals",NA,1460,4476129.36175508,"large"
"Cynomops_milleri","mammals",NA,722,2201989.10727244,"medium"
"Cynomops_paranus","mammals",NA,2257,6870803.51787309,"large"
"Cynomops_planirostris","mammals",NA,3794,11457611.7397606,"superlarge"
"Dactylomys_boliviensis","mammals",NA,114,343341.498926452,"supersmall"
"Dactylomys_dactylinus","mammals",NA,1076,3284059.35843148,"large"
"Dasyprocta_croconota","mammals",NA,121,371752.319176745,"supersmall"
"Dasyprocta_fuliginosa","mammals",NA,851,2609420.84340637,"medium"
"Dasyprocta_leporina","mammals",NA,1510,4566587.1515457,"large"
"Dasyprocta_variegata","mammals",NA,139,419430.366637589,"supersmall"
"Dasypus_kappleri","mammals",NA,1973,6032966.18286374,"large"
"Dasypus_novemcinctus","mammals",NA,6247,18214055.0420832,"superlarge"
"Dermanura_anderseni","mammals",NA,1334,4057366.09522946,"large"
"Dermanura_glauca","mammals",NA,865,2637184.83886106,"medium"
"Dermanura_gnoma","mammals",NA,3291,10004256.9148872,"superlarge"
"Desmodus_rotundus","mammals",NA,5997,17735821.5322719,"superlarge"
"Diaemus_youngi","mammals",NA,4343,13061670.8129241,"superlarge"
"Diclidurus_albus","mammals",NA,4144,12524880.1562583,"superlarge"
"Diclidurus_ingens","mammals",NA,675,2072477.66170291,"medium"
"Diclidurus_isabella","mammals",NA,345,1059266.9701981,"small"
"Diclidurus_scutatus","mammals",NA,504,1545156.46543206,"medium"
"Didelphis_marsupialis","mammals",NA,3066,9327035.18585814,"superlarge"
"Didelphis_pernigra","mammals",NA,340,1031017.87332193,"small"
"Dinomys_branickii","mammals",NA,452,1375573.53762442,"medium"
"Diphylla_ecaudata","mammals",NA,2718,8108863.25719594,"superlarge"
"Echimys_chrysurus","mammals",NA,518,1591166.56074123,"medium"
"Eira_barbara","mammals",NA,4480,13414431.1769993,"superlarge"
"Eptesicus_andinus","mammals",NA,267,814632.225220119,"small"
"Eptesicus_brasiliensis","mammals",NA,4365,13152083.7582706,"superlarge"
"Eptesicus_furinalis","mammals",NA,5517,16334245.9485796,"superlarge"
"Eumops_auripendulus","mammals",NA,4698,14114217.126173,"superlarge"
"Eumops_glaucinus","mammals",NA,2978,8946455.71113946,"superlarge"
"Eumops_hansae","mammals",NA,2094,6393581.31755584,"large"
"Eumops_maurus","mammals",NA,396,1213596.37677426,"small"
"Eumops_perotis","mammals",NA,3978,11665313.7398056,"superlarge"
"Eumops_trumbulli","mammals",NA,1549,4747577.91041564,"large"
"Euryoryzomys_emmonsae","mammals",NA,201,611077.330605613,"small"
"Euryoryzomys_macconnelli","mammals",NA,1405,4306525.87021459,"large"
"Euryoryzomys_nitidus","mammals",NA,434,1305534.84255301,"medium"
"Furipterus_horrens","mammals",NA,3231,9814464.27258265,"superlarge"
"Galea_musteloides","mammals",NA,110,322987.086678528,"supersmall"
"Galictis_vittata","mammals",NA,3291,10014689.2116935,"superlarge"
"Gardnerycteris_crenulatum","mammals",NA,3664,11137263.4923643,"superlarge"
"Glironia_venusta","mammals",NA,949,2886363.68773437,"medium"
"Glossophaga_commissarisi","mammals",NA,1223,3715186.01402866,"large"
"Glossophaga_soricina","mammals",NA,4961,14875208.4762169,"superlarge"
"Glyphonycteris_behnii","mammals",NA,337,1008121.53289886,"small"
"Glyphonycteris_daviesi","mammals",NA,1539,4715261.57185994,"large"
"Glyphonycteris_sylvestris","mammals",NA,1977,6019033.98598446,"large"
"Herpailurus_yagouaroundi","mammals",NA,5022,14887655.6823954,"superlarge"
"Hippocamelus_antisensis","mammals",NA,146,429352.038296752,"supersmall"
"Holochilus_sciureus","mammals",NA,3074,9350771.02321684,"superlarge"
"Hydrochoerus_hydrochaeris","mammals",NA,4506,13404539.3303556,"superlarge"
"Hyladelphys_kalinowskii","mammals",NA,783,2395252.65003518,"medium"
"Hylaeamys_acritus","mammals",NA,56,167553.603454526,"supersmall"
"Hylaeamys_megacephalus","mammals",NA,1982,5974423.57584182,"large"
"Hylaeamys_perenensis","mammals",NA,650,1988001.67004793,"medium"
"Hylaeamys_yunganus","mammals",NA,1736,5299577.17029255,"large"
"Ichthyomys_stolzmanni","mammals",NA,81,246455.801072033,"supersmall"
"Isothrix_bistriata","mammals",NA,595,1805730.12462488,"medium"
"Isothrix_negrensis","mammals",NA,96,294950.599821958,"supersmall"
"Isothrix_pagurus","mammals",NA,114,350477.645034729,"supersmall"
"Kunsia_tomentosus","mammals",NA,136,405936.562299872,"supersmall"
"Lagothrix_lagothricha","mammals",NA,829,2533105.58289828,"medium"
"Lampronycteris_brachyotis","mammals",NA,1410,4311416.04379938,"large"
"Lasiurus_blossevillii","mammals",NA,6452,18397904.2296251,"superlarge"
"Lasiurus_ega","mammals",NA,4457,13206667.6152759,"superlarge"
"Leontocebus_fuscicollis","mammals",NA,139,425724.134062847,"supersmall"
"Leontocebus_lagonotus","mammals",NA,65,199708.612985699,"supersmall"
"Leontocebus_nigricollis","mammals",NA,69,212197.052004365,"supersmall"
"Leontocebus_weddelli","mammals",NA,200,605902.516918752,"small"
"Leopardus_pardalis","mammals",NA,4869,14598777.9656996,"superlarge"
"Leopardus_tigrinus","mammals",NA,3083,9377452.39287158,"superlarge"
"Leopardus_wiedii","mammals",NA,4112,12327825.7641523,"superlarge"
"Lichonycteris_degener","mammals",NA,1166,3564560.45825199,"large"
"Lionycteris_spurrelli","mammals",NA,2382,7284884.43248809,"large"
"Lonchophylla_hesperia","mammals",NA,85,258981.20887372,"supersmall"
"Lonchophylla_thomasi","mammals",NA,2750,8387456.37546599,"superlarge"
"Lonchorhina_aurita","mammals",NA,3833,11611829.6883553,"superlarge"
"Lonchorhina_inusitata","mammals",NA,929,2850146.28950888,"medium"
"Lonchorhina_marinkellei","mammals",NA,54,166115.607821415,"supersmall"
"Lonchothrix_emiliae","mammals",NA,125,383715.323054615,"supersmall"
"Lontra_longicaudis","mammals",NA,5043,15027270.0087153,"superlarge"
"Lophostoma_brasiliense","mammals",NA,2650,8082711.52271114,"superlarge"
"Lophostoma_carrikeri","mammals",NA,1112,3410843.73103115,"large"
"Lophostoma_schulzi","mammals",NA,183,562235.897979582,"small"
"Lophostoma_silvicolum","mammals",NA,2534,7723178.09645201,"superlarge"
